CNPJ|Nome|Ouvidor|WebSite|Telefone
26228270|GROSCON ADMINISTRADORA DE CONSORCIOS LTDA.|TELMO LUCIO BARBOSA|www.consorciogroscon.com.br|(16) 09403636
03635061|CREDBRASIL - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA|LUIS FERNANDO BOSELLI DE SOUZA||08002826357
04804353|COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM|KARINA JORDAO ROCHA||08007250996
17635177|CONEXION CORRETORA DE CÂMBIO LTDA.|FERNANDA ALIENDE VANNI MORANDINI|www.conexioncambio.com.br|08007742006
05956581|ATRIA S.A.- CRÉDITO, FINANCIAMENTO E INVESTIMENTO|ANDREA DE LARA CHEMIN||08007278133
17343682|PENTAGONO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS|YASMIN PRISCILLA DA SILVA MARTINS|www.pentagonotrustee.com.br|08002828605
03634239|HONDA LEASING S.A. - ARRENDAMENTO MERCANTIL|JOSE RICARDO BRANDAO PEREIRA|www.hondaleasing.com.br|08007746633
65645137|DASCAM CORRETORA DE CÂMBIO LTDA.|ANA ALICE ROCHA|www.dascam.com.br|08007705422
61855045|BRADESCO S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS|NAIRO JOSE MARTINELLI VIDAL JUNIOR||08007279933
17343510|COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ|CLAUDIANE BUZATTO PIOVESAN|www.cresolsicoper.com.br|08006482300
02083914|COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL|ANTONIO HONORIO VIEIRA|www.credfederal.coop.br|08002808079
04998845|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE|ZILMA MARIA DOS SANTOS VIANA|www.crednorteptr.com.br|(93) 35497177
05424088|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA|NAIADE VACCARIELLO DE ALMEIDA||08002767777
32474884|COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobes.com.br|08007250996
91338228|GRAVEL ADMINISTRADORA DE CONSÓRCIOS LTDA.|FELIPE BELENGIER LARGURA|www.graveletto.com.br|08006434766
71502181|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB|THANIOS SAVIO PEREIRA||08007250996
54403563|BANCO ARBI S.A.|ROSE MARY DE ANDRADE|www.bancoarbi.com.br|08002825233
14388516|VIC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A|PAULO ROBERTO DA SILVA SOUZA||08007231028
69720894|CCB BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|VALDERCI DO ROCIO PRZYBYSZ||(11) 8007252242
04751943|FRANCAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.|SOLANGE DA SILVA RIBEIRO|www.francautoconsorcio.com.br|08009415800
09473806|TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO|DAIANA COELHO PAOLAZZI|www.todescredi.com.br|08004008800
71384697|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE|CLEDELANY SILVA LOPES||08002852239
14511781|BARI COMPANHIA HIPOTECÁRIA|SAMUEL LUIZ GALVAO||08006020777
09512542|CODEPE CORRETORA DE VALORES E CÂMBIO S.A.|RENATA BASTOS DE AGUIAR|www.codepe.com.br|08000028118
00815319|COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobes.com.br|08007250996
05548335|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.|NAIADE VACCARIELLO DE ALMEIDA||08002767777
89468565|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG|MARCALINA HOENISCH AVILA||08006462519
62237425|BANCO FIDIS S/A|LUANNA STEFFANI FERREIRA DOS SANTOS|www.bancofidis.com.br|08007270890
44469161|COOPECREDI GUARIBA - COOPERATIVA DE CREDITO|ANA CRISTINA KAMIMURA ANDRADE|www.coopecredi.com.br|08007250996
88530142|COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE|MARCALINA HOENISCH AVILA||08006462519
07669921|COOPERATIVA DE CRÉDITO MÚTUO - SICOOB CREDIACISC|ANA CRISTINA KAMIMURA ANDRADE||0800133713415
25387655|COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredivale.com.br|08007250996
58290800|COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION|ANA MARIA DA CONCEICAO|www.credmaxion.com.br|(12) 06082470
07207996|BANCO BRADESCO FINANCIAMENTOS S.A.|NAIRO JOSE MARTINELLI VIDAL JUNIOR|www.bradescofinanciamentos.com.br|08007279933
07336852|CONBRAV - ADMINISTRADORA DE CONSÓRCIOS LTDA.|MONICA FERREIRA MACIEL||(85) 02856566
71698674|SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO|ANA CRISTINA KAMIMURA ANDRADE|http://www.sicoobunimais.com.br/coop/mantiqueira|08007250996
71419600|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobfrutal.com.br|08007250996
07299480|BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.|NAIRO JOSE MARTINELLI VIDAL JUNIOR||08007279933
00000208|BRB - BANCO DE BRASILIA S.A.|ELIANE BRUNA OLIVEIRA DOS SANTOS SENNA|www.brb.com.br|08006421105
08357240|BANCO CSF S.A.|NANCY GABRIELLE GONZALEZ CASTRO|www.carrefoursolucoes.com.br|08007220422
04831810|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DE PINHÃO - CRESERV-PINHÃO|NEURALDO DE SIQUEIRA JUNIOR||08006431981
05938780|COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.|LORENA CAIRES DOS REIS||08006408484
22245020|VIVIANI ADMINISTRADORA DE CONSÓRCIO NACIONAL LTDA.|ADRIANA MARCHIZELI|www.consorcioviviani.com.br|08007709100
35479592|DUFRIO FINANCEIRA, CRÉDITO, FINANCIAMENTO E INVESTIMENTOS S.A.|CARINE CARVALHO||08006021660
07327045|CORPORE SOCIEDADE DE CRÉDITO DIRETO S.A.|MIRELA FRANCABANDIERA JORGE||08000675757
21332862|CARTOS SOCIEDADE DE CRÉDITO DIRETO S.A.|ASSOCIACAO BRASILEIRA DAS SOCIEDADES DE MICROCREDITO|www.cartos.com.br|08000675757
18188384|CREFAZ SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.|MIRELA FRANCABANDIERA JORGE||08000675757
54401286|COOPERATIVA DE CRÉDITO COCRE|ANA CRISTINA KAMIMURA ANDRADE|www.cocre.com.br|(00) 07250996
01107759|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED|ARIANE DA SILVA GIAMPAOLI||08000055656
37414009|ZIPDIN SOLUÇÕES DIGITAIS SOCIEDADE DE CRÉDITO DIRETO S/A|ROSEMARY PECANHA GIRAUD||08003331973
76641497|DOURADA CORRETORA DE CÂMBIO LTDA.|ANA ALICE ROCHA|www.dourada.com.br|08007705422
03139644|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA|ONEIDA TONIOL FIORITI|www.credipaulista.com.br|08007721311
59999300|ADMINISTRADORA DE CONSÓRCIO NACIONAL VIME LTDA.|CARLOS MILTON BUFFONI FILHO|http://consorciovime.com.br/|(00) 00000000
04484490|COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP|MARCALINA HOENISCH AVILA||08006462519
07554076|CGD INVESTIMENTOS CORRETORA DE VALORES E CÂMBIO S.A.|YASMIN DO NASCIMENTO MORAIS||(11) 09410951
34111187|HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.|MARIA GORETE LEITE|www.haitongib.com.br|08007700668
62375134|BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS|NAIRO JOSE MARTINELLI VIDAL JUNIOR||08007279933
62307848|BANCO RCI BRASIL S.A.|ADRIANA CRISTINA PAPAFILIPAKIS GRAZIANO|https://www.bancorci.com.br|08007234494
06181431|RCN ADMINISTRADORA DE CONSORCIO NACIONAL LTDA|LUCIANE MACHADO FIGUEIREDO|www.rafaconsorcio.com.br|08000717201
60889128|BANCO SOFISA S.A.|STEPHANIE NAZARIO COUTINHO|www.sofisa.com.br|08007275042
42963742|BANSUR JM SOCIEDADE DE CRÉDITO DIRETO S/A|MIRELA FRANCABANDIERA JORGE|www.bansurjm.com.br|08000675757
35977097|UP.P SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.|GABRIEL CAMPOS PERGOLA|upp.com.br|08005913031
03183937|AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM|VIVIANE OLIVEIRA DA COSTA|www.afeam.org.br|08002863066
20919916|OPÇÃO ADMINISTRADORA DE CONSÓRCIOS LTDA|CARLOS ANTONIO DOS SANTOS|www.consorciogarantia.com.br|08002836000
91341925|ADMINISTRADORA DE CONSÓRCIO SPENGLER LTDA.|CLEIDE ELIANE ZAGO MICHELIN|www.spengler.com.br|08006487007
27351731|REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.|TAIZA TERRA BARCELLOS||08007270127
73647935|COOPERATIVA DE CRÉDITO UNIQUE BR|ANA CRISTINA KAMIMURA ANDRADE|https://www.sicoob.com.br/web/sicoobuniquebr/para-voce|08007250996
39343350|LAR COOPERATIVA DE CRÉDITO - LAR CREDI|CLEDIO ROBERTO MARSCHALL|www.larcredi.com.br|08006441151
03848103|AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S.A.|TAMARA MARIA SOARES DE MEDEIROS CAVALCANTI|www.agn.rn.gov.br|08002814204
25420696|COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL|ANA CRISTINA KAMIMURA ANDRADE||08007250996
34711571|VITREO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|EDGAR MANFFIM DE MELO|https//vitreo.com.br|08003941399
69346856|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA|ANA CRISTINA KAMIMURA ANDRADE|www.credimogiana.com.br|08007250996
05040680|COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ|JURANDIR CAROLINO DE MELO||08002828539
00259231|SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO|ANA CRISTINA KAMIMURA ANDRADE|http://www.sicoobunimais.com.br/coop/metropolitana|08007250996
64479991|MINAUTO ADMINISTRADORA DE CONSÓRCIO LTDA.|SUELI SOARES PEREIRA CLEVER|www.minauto.com.br|(00) 00000000
04833655|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED|ANA CRISTINA KAMIMURA ANDRADE||08007250996
62795257|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS - SICOOB COOPMOND|ANA CRISTINA KAMIMURA ANDRADE||08007250996
27842177|IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.|ANA ALICE ROCHA|www.ibcorretora.com.br|08007705422
16683062|MERCANTIL DO BRASIL CORRETORA S.A. - CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS|DAISY DE MORAES RIBEIRO LOBATO|www.mercantil.com.br|08007070384
13203354|FITBANK INSTITUIÇÃO DE PAGAMENTOS ELETRÔNICOS S.A.|VICTOR AUGUSTO PENNO MACENA|www.fitbank.com.br|08000000288
33466988|BANCO CAIXA GERAL - BRASIL S.A.|YASMIN DO NASCIMENTO MORAIS|www.bcgbrasil.com.br|08009403810
38146949|CREDNOVO SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S. A.|MICHELLE ALVES LIMA||(11) 00800789
34846868|TANGER SOCIEDADE DE CRÉDITO DIRETO S.A.|RAFAELA RAVAZZI DE MACEDO|www.tanger.com.br|08007724600
97406706|HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.|ERICA CORREIA||08007702102
03165497|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR|KAREN ARIANA POLONI STEINBACH||(00) 00000000
36770683|BBC ADMINISTRADORA DE CONSÓRCIOS LTDA|DEBORA OLIVEIRA DA SILVA||(11) 8000910901
05979692|COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA|JAQUELINE LEITE MOREIRA VERDI|www.credcrea.coop.br|08006441100
02794761|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI|ANA CRISTINA KAMIMURA ANDRADE|wwwufvcredi.com.br|08007250996
87795639|COOPERATIVA DE CRÉDITO ALIANÇA RS/SC/ES - SICREDI ALIANÇA RS/SC/ES|MARCALINA HOENISCH AVILA||08006462519
04894460|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS|ANA CRISTINA KAMIMURA ANDRADE||08007250996
28145589|CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE|WILSON LORDS TORRES|www.cretovale.coop.br|08007236699
32345784|C6 CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|REGINA LANE PEREIRA DE OLIVEIRA|http://www.c6bank.com|08006606060
87781530|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG|MARCALINA HOENISCH AVILA||08006462519
31804966|COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobes.com.br|08007250996
24048910|COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcredinter.com.br|08007250996
06975532|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO METROPOLITANA DE PORTO ALEGRE - COOPESA|ANIELLEN BISPO PEREIRA|www.coopesa.com.br|08006480020
48718183|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ERICSSON - COOPERICSSON|KARINA JORDAO ROCHA|http://www.cooperativaericsson.com.br|08009409360
73230674|ADMINISTRADORA DE CONSÓRCIO RCI BRASIL LTDA|DEBORA MARA LUCCAS PACHECO|https://www.consorciorenault.com.br/clientes|(00) 08884321
33890605|FONTECRED - SOCIEDADE DE CRÉDITO DIRETO S/A|ANDRE VITOR COELHO|www.fontecred.com.br|08008855000
08673569|F.D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|ALESSANDRA MAUSO BARACHO MAZETTI||08006069592
81607046|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC/PR/RS|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobsmo.com.br|08007250996
01401771|COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
14388334|PARANÁ BANCO S.A.|CATHERINE TREVISAN DE JESUS|www.paranabanco.com.br|08006456094
78157146|CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL|HELIA CURTY ALTINO|www.credialianca.com.br|08006458050
04525997|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS|MARCALINA HOENISCH AVILA||08006462519
78626983|BANCO VR S.A.|ALMIR RIBAS DOS SANTOS|www.bancovr.com.br|08007700417
37880206|CORA SOCIEDADE DE CRÉDITO DIRETO S.A.|WELLINGTON HILARIO OLIVEIRA DE SOUZA|https://www.cora.com.br/ouvidoria/|08005912431
87853206|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS/MG|MARCALINA HOENISCH AVILA||08006462519
12228808|ADMINISTRADORA DE CONSÓRCIO UNICOOB LTDA|JOSE MARIA BUENO FILHO|www.consorciounicoob.com.br|08000207800
04138455|COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE|ANA CRISTINA KAMIMURA ANDRADE||08007250996
76853043|MENEGALLI ADMINISTRADORA DE CONSÓRCIOS LTDA|RUBIA DOS SANTOS CONSTANTINO PAULINO|www.consorciomenegalli.com.br|08006430504
36266751|FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|ADRIANA COCHRANE RAO|www.finvestdtvm.com.br|08002970233
43774196|AGROLEND SOCIEDADE DE CREDITO DIRETO S.A.|KELLY NASCIMENTO DIORIO|https://agrolend.agr.br/|08005914608
42040639|CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|ANDRESSA PESSOA LODI|www.caixa.gov.br/caixadtvm|08007257474
47873449|SER FINANCE SOCIEDADE DE CRÉDITO DIRETO S.A.|ANTONIO BARROZO||(00) 00000000
94968518|EFX CORRETORA DE CÂMBIO LTDA.|ANA ALICE ROCHA|www.efxcambio.com.br|08007759944
03751794|TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.|WAGNER LUIZ DOS SANTOS|http://www.terrainvestimentos.com.br|08009400006
62418140|INTRAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.|ROGERIO TALTASSORI|www.intrag.com.br|08005700011
30183111|TURMA CORRETORA DE CÂMBIO LTDA|JOAO PEDRO MARCONDES FERRAZ FABBRIANI||08008003330
60518222|BANCO SUMITOMO MITSUI BRASILEIRO S.A.|CINTIA TAVARES|www.smbcgroup.com.br|08007222762
16721078|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA  DO ESTADO DE MINAS GERAIS E DE LIVRE ADMISSÃO LTDA - SICOOB COOPSEF|ANA CRISTINA KAMIMURA ANDRADE|www.sicoobcoopsef.com.br|08007250996
07320890|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL VALE|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
12392983|MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.|KATHERINE FARIA DINIZ|corretora.miraeasset.com.br|08006012789
01634601|COOPERATIVA CENTRAL DE CRÉDITO UNICRED GERAÇÃO LTDA. - UNICRED CENTRAL GERAÇÃO|PAULINE BECKEL OLIVEIRA|www.unicred-rs.com.br|08006489000
37079720|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA. - SICOOB CREDIJUSTRA|ANA CRISTINA KAMIMURA ANDRADE|www.credijustra.com.br|08007250996
62816426|SOCIÉTÉ GÉNÉRALE EQUIPMENT FINANCE S.A. - ARRENDAMENTO MERCANTIL|IGOR CARNAUBA CAMELO||08007709798
97259253|COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN|CRISTINA SANTOS DA SILVEIRA|www.crediplan.com.br|08006466140
23862762|WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO|PABLO DAMACENO BRUM|https://www.willbank.com.br/|08007254511
01023570|BANCO RABOBANK INTERNATIONAL BRASIL S.A.|FLAVIANE DANTAS DE SOUZA|www.rabobank.com.br|08007037016
03828278|ADMINISTRADORA DE CONSÓRCIOS BECKER LTDA.|ANDRIELY THIELE JOHN|www.consorciobecker.com|08006479997
18189547|CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA|HENRIQUE RODRIGUES DE BARROS|www.cloudwalk.io|08005917207
00517645|BANCO RIBEIRAO PRETO S.A.|THAIS CESARINO RODELLA|www.brp.com.br|08009414600
07599206|COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.|ANA CRISTINA KAMIMURA ANDRADE|www.secovicred.com.br|08007250996
02024442|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO|KARINA JORDAO ROCHA||08007250996
02038232|BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB|ANA CRISTINA KAMIMURA ANDRADE|www.sicoob.com.br|08006464001
73254757|COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE QUILOMBO - CRESOL QUILOMBO|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
05863726|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA|ANA CRISTINA NUNES||08006424800
04565791|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA - CRESOL ARATIBA|ANA CRISTINA NUNES||08006424800
08257293|SOFISA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO|STEPHANIE NAZARIO COUTINHO||08007235500
91669747|DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO|MAYARA SOARES DA SILVA RIBEIRO|www.finansinos.com.br|08007278802
10013534|COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL NORDESTE|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
01330387|COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS|ROBSON PLETSCH DOS SANTOS|www.crehnor.coop.br|08005915120
05652765|NANUQUE ADMINISTRADORA DE CONSÓRCIOS LTDA.|THIELI MARTINELLI MILBRATZ GAIAO|www.consorcionanuque.com.br|08002859860
09463721|COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL JACINTO MACHADO|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
07412987|COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA|ANA CRISTINA NUNES|www.cresolcentral.com.br|08006424800
35084163|SUPERBID PAY INSTITUICAO DE PAGAMENTO LTDA|DAYANE ALVES MOTA||1195950322306
40654622|TRINUS SOCIEDADE DE CRÉDITO DIRETO S.A.|MIRNA BOAROTO ROMERO||08005203302
02276653|TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.|MIRNA BOAROTO ROMERO|www.trinusinvestimentos.com.br|08005203302
42723848|BARU SOCIEDADE DE CRÉDITO DIRETO S/A|PEDRO VICTOR PEREIRA RIEFFEL||08008002130
02232228|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF|ROSEMEIRE APARECIDA DE OLIVEIRA FERREIRA||0800954823629
04184779|BANCO BRADESCARD S.A.|NAIRO JOSE MARTINELLI VIDAL JUNIOR|www.bradescard.com.br|08007279933
74118381|VOLVO ADMINISTRADORA DE CONSÓRCIO LTDA.|MARINA LOURENCO LEVISKI|www.bancovolvo.com.br|08006455554
03990888|COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE|LIGIA HELENA RODRIGUES DRAGO|www.cooperpoa.com.br|08006466140
58017179|BANCO VOLVO BRASIL S.A.|MARINA LOURENCO LEVISKI|www.bancovolvo.com.br|08006455554
33862244|BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA|JULIANA DE CASSIA VELOSO|www.bgcliquidez.com|08002829900
46026562|MONETARIE SOCIEDADE DE CRÉDITO DIRETO S.A.|LUIS ACACIO SGARB ROCHA||08000003636
01852137|BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA|DEBORA OLIVEIRA DA SILVA|www.bancobbcdigital.com.br|08000910901
63229629|COOPERATIVA DE CREDITO RURAL ASCOOB SISAL|LEONETTE ALVES NETTO|www.cresol.com.br|08006431981
01439107|BARRACRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO|MIRNA BOAROTO ROMERO||08007250996
47196084|COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO|JOSE ALVARO SARDINHA||(00) 00000000
61186680|BANCO BMG S.A.|LILIAN DA CONCEICAO DE OLIVEIRA BOMBINHO|www.bancobmg.com.br|08007232044
64293582|COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.|ROSANGELA QUIRINO DE SOUZA||08003893108
87784088|COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS - SICREDI SUL MINAS RS/MG.|MARCALINA HOENISCH AVILA||08006462519
